age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
50,Private,HS-grad,Divorced,Other-service,White,Female,0,0,25,<=50K
21,Private,HS-grad,Never-married,Other-service,White,Male,0,0,35,<=50K
75,Self-emp-inc,Some-college,Widowed,Sales,White,Male,0,0,40,>50K
29,Private,HS-grad,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,<=50K
47,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
20,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
33,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,<=50K
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,45,>50K
41,Private,Assoc-voc,Divorced,Prof-specialty,White,Female,0,0,43,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,5178,0,50,>50K
67,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,41,>50K
21,Private,Some-college,Never-married,Tech-support,White,Male,0,0,35,<=50K
38,Private,Some-college,Never-married,Prof-specialty,White,Male,0,0,45,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
36,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,<=50K
50,Local-gov,Some-college,Widowed,Prof-specialty,White,Male,0,0,40,<=50K
60,Self-emp-inc,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
30,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,>50K
28,Self-emp-inc,Bachelors,Never-married,Sales,White,Male,0,0,50,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,60,>50K
27,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
18,Private,12th,Never-married,Other-service,White,Female,0,0,20,<=50K
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,1485,40,>50K
56,Private,7th-8th,Married-civ-spouse,Other-service,Black,Male,0,0,40,<=50K
51,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,0,0,40,>50K
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,>50K
31,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,<=50K
35,Private,Assoc-voc,Never-married,Transport-moving,White,Male,0,0,40,<=50K
35,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,0,0,40,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
47,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,0,1672,65,<=50K
23,Private,Some-college,Never-married,Other-service,White,Male,0,0,25,<=50K
21,Private,Some-college,Never-married,Sales,Black,Female,0,0,20,<=50K
49,Private,Some-college,Separated,Exec-managerial,Black,Female,0,0,60,<=50K
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,15024,0,60,>50K
46,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
31,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,3137,0,45,<=50K
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
48,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
30,Private,Some-college,Divorced,Adm-clerical,Black,Female,0,0,40,<=50K
29,Local-gov,Bachelors,Divorced,Prof-specialty,White,Male,0,0,50,<=50K
50,Federal-gov,Masters,Never-married,Exec-managerial,White,Female,0,0,50,<=50K
18,Private,HS-grad,Never-married,Transport-moving,Black,Male,0,0,35,<=50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,1902,55,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,60,>50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,47,<=50K
29,Private,Assoc-voc,Divorced,Tech-support,Black,Male,14344,0,40,>50K
39,Private,10th,Married-civ-spouse,Craft-repair,White,Male,0,2051,40,<=50K
48,Private,Some-college,Married-civ-spouse,Sales,Black,Male,0,0,40,>50K
44,Private,Bachelors,Married-civ-spouse,Sales,White,Male,7688,0,50,>50K
39,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
22,Local-gov,11th,Never-married,Handlers-cleaners,White,Male,0,0,35,<=50K
42,Private,9th,Divorced,Craft-repair,White,Male,0,0,40,<=50K
18,Private,HS-grad,Never-married,Sales,White,Female,0,0,33,<=50K
27,Private,Some-college,Married-spouse-absent,Sales,White,Female,0,0,25,<=50K
51,Private,10th,Separated,Machine-op-inspct,Black,Female,0,0,40,<=50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
60,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,<=50K
36,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,60,>50K
40,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,52,>50K
63,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,4386,0,40,>50K
41,Private,HS-grad,Married-spouse-absent,Transport-moving,Black,Male,0,0,50,<=50K
34,Private,HS-grad,Divorced,Transport-moving,White,Female,1151,0,48,<=50K
34,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
31,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,>50K
22,State-gov,Assoc-acdm,Never-married,Prof-specialty,White,Female,0,0,15,<=50K
49,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
36,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
27,Private,Bachelors,Never-married,Tech-support,White,Male,0,0,37,<=50K
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,0,1887,60,>50K
29,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,0,0,50,<=50K
27,Private,10th,Separated,Machine-op-inspct,White,Male,0,0,35,<=50K
42,Private,HS-grad,Never-married,Other-service,White,Female,0,0,65,<=50K
49,Self-emp-not-inc,Bachelors,Widowed,Sales,White,Female,0,0,40,<=50K
24,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,50,<=50K
22,Private,HS-grad,Never-married,Sales,White,Male,0,0,20,<=50K
30,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,0,0,40,<=50K
28,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,<=50K
20,Private,Assoc-voc,Never-married,Other-service,White,Male,0,0,40,<=50K
45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,15024,0,43,>50K
39,Private,HS-grad,Divorced,Sales,White,Female,4687,0,50,>50K
43,Private,Prof-school,Never-married,Prof-specialty,White,Male,0,0,66,<=50K
18,Private,HS-grad,Never-married,Sales,White,Female,0,0,20,<=50K
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
74,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,20,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,48,>50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,42,>50K
21,Private,10th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,35,<=50K
39,Private,HS-grad,Never-married,Craft-repair,White,Male,0,1564,50,>50K
49,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,25,<=50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298,0,44,>50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
29,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,7298,0,32,>50K
61,Self-emp-not-inc,HS-grad,Widowed,Prof-specialty,White,Female,0,0,16,<=50K
48,Private,Some-college,Divorced,Exec-managerial,White,Female,0,0,38,<=50K
44,Private,9th,Divorced,Craft-repair,White,Male,0,0,40,<=50K
37,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,60,<=50K
45,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,1740,50,<=50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,>50K
33,Local-gov,Bachelors,Never-married,Exec-managerial,White,Female,0,0,50,<=50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,8,<=50K
25,Private,Some-college,Married-civ-spouse,Other-service,White,Female,0,0,60,<=50K
26,Private,HS-grad,Divorced,Farming-fishing,Asian-Pac-Islander,Male,0,0,40,<=50K
54,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
38,Private,HS-grad,Never-married,Sales,White,Female,0,0,33,<=50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,1977,20,>50K
20,State-gov,Some-college,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
30,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
29,Federal-gov,HS-grad,Divorced,Adm-clerical,Other,Male,0,0,45,<=50K
42,Private,HS-grad,Divorced,Handlers-cleaners,White,Female,0,0,40,<=50K
24,Private,Assoc-acdm,Never-married,Adm-clerical,White,Male,0,0,40,<=50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,50,>50K
60,Private,Masters,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,0,50,>50K
42,Private,HS-grad,Divorced,Farming-fishing,White,Male,0,0,44,<=50K
42,Private,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
46,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,White,Female,0,0,40,<=50K
52,State-gov,Masters,Married-spouse-absent,Exec-managerial,White,Female,4787,0,44,>50K
43,Private,Some-college,Divorced,Adm-clerical,Black,Female,0,0,35,<=50K
43,State-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,<=50K
27,Private,11th,Divorced,Craft-repair,White,Male,0,0,40,<=50K
52,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,7298,0,60,>50K
31,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,50,<=50K
44,Private,9th,Never-married,Other-service,Black,Female,0,0,40,<=50K
27,Private,Some-college,Divorced,Prof-specialty,White,Female,0,0,40,<=50K
50,Private,Some-college,Divorced,Exec-managerial,White,Male,0,0,40,<=50K
23,Private,Some-college,Never-married,Tech-support,White,Female,0,0,40,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Black,Female,0,0,30,<=50K
36,State-gov,Some-college,Never-married,Exec-managerial,White,Female,0,0,40,<=50K
24,Private,Bachelors,Never-married,Tech-support,White,Female,3674,0,40,<=50K
59,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,50,>50K
23,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,<=50K
37,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,1340,42,<=50K
25,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Black,Female,0,0,38,<=50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,0,1628,45,<=50K
38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,7688,0,60,>50K
31,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,35,<=50K
28,Local-gov,Doctorate,Divorced,Prof-specialty,White,Female,0,0,40,<=50K
24,Private,HS-grad,Never-married,Sales,Black,Male,0,0,25,<=50K
46,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,White,Male,0,1887,50,>50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,40,<=50K
38,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
53,Private,Some-college,Separated,Exec-managerial,Black,Female,0,0,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,0,1902,40,>50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,48,<=50K
46,Private,Bachelors,Divorced,Prof-specialty,White,Male,0,0,45,>50K
30,Private,Bachelors,Never-married,Sales,White,Male,0,0,40,<=50K
24,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
29,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,70,<=50K
25,Private,HS-grad,Married-spouse-absent,Exec-managerial,White,Male,0,0,45,<=50K
45,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,<=50K
21,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,<=50K
64,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,40,>50K
39,Private,Bachelors,Divorced,Tech-support,White,Male,0,0,40,<=50K
60,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
35,Private,HS-grad,Never-married,Tech-support,White,Male,0,0,40,<=50K
27,Private,Bachelors,Never-married,Tech-support,White,Male,0,0,40,<=50K
41,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,<=50K
32,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
42,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,>50K
58,Private,Masters,Widowed,Sales,White,Female,0,0,27,<=50K
23,Private,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,1887,50,>50K
31,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,40,<=50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,16,>50K
19,Private,HS-grad,Never-married,Sales,White,Male,0,0,38,<=50K
27,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,White,Female,0,0,20,<=50K
61,Self-emp-not-inc,9th,Married-civ-spouse,Sales,White,Male,0,0,58,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,>50K
25,Private,Bachelors,Never-married,Handlers-cleaners,Black,Male,0,0,40,<=50K
58,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Other,Male,0,0,50,>50K
51,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Black,Male,0,0,52,<=50K
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,15024,0,40,>50K
46,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
50,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,15,<=50K
35,Private,Bachelors,Widowed,Prof-specialty,White,Female,0,0,32,>50K
57,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
40,Private,Prof-school,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,<=50K
42,Local-gov,10th,Never-married,Farming-fishing,White,Male,0,0,35,<=50K
67,Self-emp-inc,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
47,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,7688,0,44,>50K
30,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,50,<=50K
26,Private,11th,Never-married,Machine-op-inspct,White,Female,0,0,15,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
38,Private,Some-college,Widowed,Other-service,Black,Female,0,0,45,<=50K
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,35,<=50K
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Female,0,0,50,<=50K
70,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,6418,0,40,>50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
26,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,45,>50K
64,Private,HS-grad,Never-married,Exec-managerial,White,Male,0,0,3,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,35,<=50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,30,<=50K
55,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,36,<=50K
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,>50K
28,Local-gov,HS-grad,Never-married,Adm-clerical,White,Male,0,0,20,<=50K
50,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,30,<=50K
26,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,55,>50K
44,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Black,Female,0,1741,40,<=50K
51,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Male,0,0,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,50,<=50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,7688,0,39,>50K
29,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
24,Private,Bachelors,Never-married,Prof-specialty,Black,Male,0,0,40,<=50K
27,Private,Assoc-voc,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
44,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
54,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,>50K
47,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,50,>50K
30,Private,HS-grad,Never-married,Other-service,White,Male,0,0,30,<=50K
35,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,0,0,40,<=50K
42,Private,Assoc-acdm,Separated,Adm-clerical,Black,Female,0,0,40,<=50K
70,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,2377,50,>50K
41,Private,Prof-school,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,<=50K
36,Private,HS-grad,Never-married,Exec-managerial,White,Female,0,0,38,<=50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,42,>50K
20,Private,Some-college,Never-married,Transport-moving,White,Female,0,0,17,<=50K
29,Private,10th,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,0,0,40,<=50K
30,Private,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,>50K
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,1579,60,<=50K
31,Private,Bachelors,Never-married,Other-service,White,Female,0,0,25,<=50K
21,Private,HS-grad,Never-married,Other-service,White,Male,0,0,40,<=50K
26,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,0,0,37,<=50K
57,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,45,>50K
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,20,>50K
25,Private,Some-college,Never-married,Transport-moving,White,Male,0,0,55,<=50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,7688,0,45,>50K
53,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,3103,0,40,>50K
32,State-gov,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
38,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
21,Private,Assoc-voc,Never-married,Adm-clerical,Black,Female,0,0,35,<=50K
17,Private,11th,Never-married,Handlers-cleaners,White,Male,0,0,30,<=50K
44,Private,11th,Never-married,Machine-op-inspct,Black,Female,0,0,40,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,20,<=50K
57,Private,Some-college,Married-civ-spouse,Craft-repair,White,Female,9386,0,40,>50K
30,State-gov,11th,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,0,0,55,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,35,<=50K
44,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
60,Private,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,16,>50K
28,Private,Bachelors,Married-civ-spouse,Sales,White,Male,7298,0,42,>50K
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,50,>50K
55,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,50,>50K
55,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,3103,0,45,>50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,55,>50K
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,7298,0,40,>50K
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,20,<=50K
30,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
40,Private,Some-college,Divorced,Tech-support,White,Male,0,0,30,>50K
24,Private,HS-grad,Never-married,Transport-moving,White,Female,0,0,50,<=50K
18,Private,11th,Never-married,Sales,White,Male,0,0,20,<=50K
18,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,0,0,25,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,45,>50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,<=50K
28,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
32,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
48,Self-emp-not-inc,Some-college,Separated,Sales,White,Female,0,0,50,<=50K
24,Private,7th-8th,Never-married,Priv-house-serv,White,Female,0,0,32,<=50K
73,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Female,0,0,25,<=50K
23,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,60,>50K
19,Private,Some-college,Never-married,Priv-house-serv,White,Female,0,0,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,35,<=50K
27,Private,12th,Never-married,Other-service,White,Male,0,0,40,<=50K
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,20,<=50K
64,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
45,Private,12th,Never-married,Other-service,White,Male,0,0,10,<=50K
47,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,35,<=50K
22,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,35,<=50K
24,Private,Bachelors,Never-married,Transport-moving,Black,Female,0,0,40,<=50K
69,State-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,20,<=50K
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
47,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,White,Male,10520,0,45,>50K
31,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,0,0,40,<=50K
48,Private,Assoc-acdm,Divorced,Exec-managerial,White,Female,0,0,42,<=50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,0,0,35,>50K
34,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,40,<=50K
48,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
28,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,7688,0,36,>50K
20,Private,Assoc-acdm,Never-married,Exec-managerial,White,Female,0,0,40,<=50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,>50K
40,Federal-gov,Some-college,Divorced,Exec-managerial,Black,Female,0,0,40,<=50K
28,Private,10th,Never-married,Transport-moving,White,Male,0,0,45,<=50K
20,Private,Some-college,Never-married,Sales,White,Female,0,0,25,<=50K
41,Private,Bachelors,Divorced,Prof-specialty,Black,Male,0,0,40,<=50K
49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,50,>50K
24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
35,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,40,<=50K
22,Private,Some-college,Never-married,Sales,White,Male,0,0,40,<=50K
23,Private,Bachelors,Never-married,Other-service,White,Female,0,0,30,<=50K
23,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,40,<=50K
42,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,4386,0,80,>50K
34,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,64,>50K
32,Federal-gov,Assoc-voc,Never-married,Tech-support,Black,Male,4650,0,40,<=50K
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,54,>50K
48,Private,Bachelors,Separated,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
48,State-gov,Bachelors,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
22,Private,5th-6th,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,50,>50K
31,Private,Doctorate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,<=50K
27,Private,HS-grad,Never-married,Other-service,White,Female,0,0,50,>50K
57,Private,Masters,Separated,Prof-specialty,White,Male,10520,0,32,>50K
46,State-gov,Assoc-voc,Divorced,Tech-support,White,Female,3325,0,42,<=50K
44,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,40,>50K
24,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,<=50K
38,Private,1st-4th,Married-spouse-absent,Craft-repair,White,Male,0,0,40,<=50K
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,52,>50K
